ratings,title,content,company,review_website
5,Nice to use with helpful videos all …,"Nice to use with helpful videos all over the internet, best deal!",Oberlo,Trustpilot
4,I already liked it though I'm still …,"I already liked it though I'm still new, but I got to do more",Oberlo,Trustpilot
5,Easy to use and great product …,Easy to use and great product selection. Also integrates well with Shopify. Love it!,Oberlo,Trustpilot
5,Amazing app really easy to use I'm …,Amazing app really easy to use I'm really bad with computers and this was even easy for me essential app for anyone on shopify,Oberlo,Trustpilot
5,I really appreciate how I am able to …,"I really appreciate how I am able to preselect my items and integrate them into my store by just clicking s button, this kind of automation is truly why major department stores are downsizing and innovating to e-commerce.",Oberlo,Trustpilot
5,awesome web tool!,,Oberlo,Trustpilot
5,Super helpful and does its job really …,Super helpful and does its job really well!,Oberlo,Trustpilot
4,very good,very good i hope i will like it,Oberlo,Trustpilot
5,You just made my life so much more …,You just made my life so much more simpler. Thank you.,Oberlo,Trustpilot
5,New to Oberlo and already a fan!,"New to Oberlo and already a fan!I got and email today from Oberlo while I was building my store. I checked it out, figured lets see what this is about. Short and sweet I spent the better part of yesterday picking, customizing and pricing a dozen or so products manually. Keep in mind I am still pretty green, but after installing the app and watching the collection of short to the point informative training videos I am able to pick, customize, gather images and price 20 plus products in only a few hours.I am grateful for this app no questions asked! Even got a live chat message from Tomas asking if I needed anything, haven't needed help yet but it's great to know they are there to do so.Thank you Oberlo and the team there.",Oberlo,Trustpilot
5,Just a click here and a click there and …,Just a click here and a click there and I have products to sell in my online shopify! Amazing.,Oberlo,Trustpilot
5,Awesome :),love it. Thanks for your service it is a great deed hope you the creators are facing abundance & prosper into more adventures! Thanks again.,Oberlo,Trustpilot
